,OID_,cells,x,y,MeanProb,COMID,geometry,
14606,14606,375300,517189.9246,3618569.804,0.051454855,20333314,c(517189.924600074, 3618569.80350754)
14607,14607,375307,518589.9246,3618569.804,0.133446655,20333310,c(518589.924600074, 3618569.80350754)
14608,14608,375308,518789.9246,3618569.804,0.096490351,20333310,c(518789.924600074, 3618569.80350754)
14609,14609,375354,527989.9246,3618569.804,0.140815918,20325299,c(527989.924600074, 3618569.80350754)
14610,14610,375444,545989.9246,3618569.804,0.881411859,20326387,c(545989.924600074, 3618569.80350754)
14611,14611,375445,546189.9246,3618569.804,0.872052795,20326387,c(546189.924600074, 3618569.80350754)
14612,14612,375453,547789.9246,3618569.804,0.452794721,20325295,c(547789.924600074, 3618569.80350754)
14613,14613,375459,548989.9246,3618569.804,0.644755524,20325295,c(548989.924600074, 3618569.80350754)
14614,14614,375460,549189.9246,3618569.804,0.633146685,20325295,c(549189.924600074, 3618569.80350754)
14615,14615,375852,490789.9246,3618369.804,0.212428757,20331562,c(490789.924600074, 3618369.80350754)
14616,14616,375941,508589.9246,3618369.804,0.271182882,20333336,c(508589.924600074, 3618369.80350754)
14617,14617,375963,512989.9246,3618369.804,0.081141886,20333322,c(512989.924600074, 3618369.80350754)
14618,14618,375983,516989.9246,3618369.804,0.126417358,20333334,c(516989.924600074, 3618369.80350754)
14619,14619,375984,517189.9246,3618369.804,0.140625937,20333334,c(517189.924600074, 3618369.80350754)
14620,14620,375989,518189.9246,3618369.804,0.229807019,20333340,c(518189.924600074, 3618369.80350754)
14621,14621,375990,518389.9246,3618369.804,0.194750525,20333340,c(518389.924600074, 3618369.80350754)
14622,14622,375991,518589.9246,3618369.804,0.134016598,20333324,c(518589.924600074, 3618369.80350754)
14623,14623,376030,526389.9246,3618369.804,0.063143686,20325301,c(526389.924600074, 3618369.80350754)
14624,14624,376031,526589.9246,3618369.804,0.067713229,20325301,c(526589.924600074, 3618369.80350754)
14625,14625,376032,526789.9246,3618369.804,0.102349765,20325301,c(526789.924600074, 3618369.80350754)
14626,14626,376038,527989.9246,3618369.804,0.105629437,20325299,c(527989.924600074, 3618369.80350754)
14627,14627,376137,547789.9246,3618369.804,0.533866613,20325295,c(547789.924600074, 3618369.80350754)
14628,14628,376138,547989.9246,3618369.804,0.476992301,20325295,c(547989.924600074, 3618369.80350754)
14629,14629,376139,548189.9246,3618369.804,0.690990901,20325295,c(548189.924600074, 3618369.80350754)
14630,14630,376140,548389.9246,3618369.804,0.445925407,20325295,c(548389.924600074, 3618369.80350754)
14631,14631,376141,548589.9246,3618369.804,0.469143086,20325295,c(548589.924600074, 3618369.80350754)
14632,14632,376143,548989.9246,3618369.804,0.611058894,20325295,c(548989.924600074, 3618369.80350754)
14633,14633,376533,490189.9246,3618169.804,0.239026097,20331562,c(490189.924600074, 3618169.80350754)
14634,14634,376534,490389.9246,3618169.804,0.206209379,20331562,c(490389.924600074, 3618169.80350754)
14635,14635,376535,490589.9246,3618169.804,0.196140386,20331562,c(490589.924600074, 3618169.80350754)
14636,14636,376536,490789.9246,3618169.804,0.213728627,20331562,c(490789.924600074, 3618169.80350754)
14637,14637,376625,508589.9246,3618169.804,0.254324568,20333336,c(508589.924600074, 3618169.80350754)
14638,14638,376626,508789.9246,3618169.804,0.273922608,20333336,c(508789.924600074, 3618169.80350754)
14639,14639,376647,512989.9246,3618169.804,0.13839616,20333366,c(512989.924600074, 3618169.80350754)
14640,14640,376667,516989.9246,3618169.804,0.165063494,20333334,c(516989.924600074, 3618169.80350754)
14641,14641,376672,517989.9246,3618169.804,0.227337266,20333340,c(517989.924600074, 3618169.80350754)
14642,14642,376673,518189.9246,3618169.804,0.176762324,20333340,c(518189.924600074, 3618169.80350754)
14643,14643,376716,526789.9246,3618169.804,0.078192181,20325301,c(526789.924600074, 3618169.80350754)
14644,14644,376717,526989.9246,3618169.804,0.084041596,20325301,c(526989.924600074, 3618169.80350754)
14645,14645,376718,527189.9246,3618169.804,0.095010499,20325301,c(527189.924600074, 3618169.80350754)
14646,14646,376719,527389.9246,3618169.804,0.108639136,20325301,c(527389.924600074, 3618169.80350754)
14647,14647,376721,527789.9246,3618169.804,0.122927707,20325299,c(527789.924600074, 3618169.80350754)
14648,14648,376722,527989.9246,3618169.804,0.121577842,20325299,c(527989.924600074, 3618169.80350754)
14649,14649,376823,548189.9246,3618169.804,0.650424958,20325295,c(548189.924600074, 3618169.80350754)
14650,14650,376825,548589.9246,3618169.804,0.395430457,20325295,c(548589.924600074, 3618169.80350754)
14651,14651,376826,548789.9246,3618169.804,0.613708629,20325295,c(548789.924600074, 3618169.80350754)
14652,14652,376827,548989.9246,3618169.804,0.482921708,20325295,c(548989.924600074, 3618169.80350754)
14653,14653,376865,556589.9246,3618169.804,0.349255074,20325329,c(556589.924600074, 3618169.80350754)
14654,14654,376866,556789.9246,3618169.804,0.398880112,20325329,c(556789.924600074, 3618169.80350754)
14655,14655,377217,490189.9246,3617969.804,0.233666633,20331562,c(490189.924600074, 3617969.80350754)
14656,14656,377310,508789.9246,3617969.804,0.172592741,20333348,c(508789.924600074, 3617969.80350754)
14657,14657,377331,512989.9246,3617969.804,0.123737626,20333366,c(512989.924600074, 3617969.80350754)
14658,14658,377350,516789.9246,3617969.804,0.081931807,20333382,c(516789.924600074, 3617969.80350754)
14659,14659,377351,516989.9246,3617969.804,0.143935606,20333334,c(516989.924600074, 3617969.80350754)
14660,14660,377356,517989.9246,3617969.804,0.193510649,20333340,c(517989.924600074, 3617969.80350754)
14661,14661,377403,527389.9246,3617969.804,0.119728027,20325301,c(527389.924600074, 3617969.80350754)
14662,14662,377404,527589.9246,3617969.804,0.110638936,20325301,c(527589.924600074, 3617969.80350754)
14663,14663,377405,527789.9246,3617969.804,0.070042996,20325299,c(527789.924600074, 3617969.80350754)
14664,14664,377549,556589.9246,3617969.804,0.35370463,20325329,c(556589.924600074, 3617969.80350754)
14665,14665,377901,490189.9246,3617769.804,0.23989601,20331562,c(490189.924600074, 3617769.80350754)
14666,14666,377991,508189.9246,3617769.804,0.28990101,20333350,c(508189.924600074, 3617769.80350754)
14667,14667,377993,508589.9246,3617769.804,0.247805219,20333348,c(508589.924600074, 3617769.80350754)
14668,14668,377994,508789.9246,3617769.804,0.219308069,20333348,c(508789.924600074, 3617769.80350754)
14669,14669,378015,512989.9246,3617769.804,0.153624638,20333366,c(512989.924600074, 3617769.80350754)
14670,14670,378033,516589.9246,3617769.804,0.057194281,20333382,c(516589.924600074, 3617769.80350754)
14671,14671,378034,516789.9246,3617769.804,0.049025097,20333382,c(516789.924600074, 3617769.80350754)
14672,14672,378039,517789.9246,3617769.804,0.163713629,20333340,c(517789.924600074, 3617769.80350754)
14673,14673,378088,527589.9246,3617769.804,0.065513449,20325301,c(527589.924600074, 3617769.80350754)
14674,14674,378089,527789.9246,3617769.804,0.107349265,20325299,c(527789.924600074, 3617769.80350754)
14675,14675,378232,556389.9246,3617769.804,0.296990301,20325329,c(556389.924600074, 3617769.80350754)
14676,14676,378233,556589.9246,3617769.804,0.362683732,20325329,c(556589.924600074, 3617769.80350754)
14677,14677,378585,490189.9246,3617569.804,0.222907709,20331562,c(490189.924600074, 3617569.80350754)
14678,14678,378675,508189.9246,3617569.804,0.249605039,20333350,c(508189.924600074, 3617569.80350754)
14679,14679,378676,508389.9246,3617569.804,0.275822418,20333350,c(508389.924600074, 3617569.80350754)
14680,14680,378677,508589.9246,3617569.804,0.213178682,20333348,c(508589.924600074, 3617569.80350754)
14681,14681,378699,512989.9246,3617569.804,0.153394661,20333366,c(512989.924600074, 3617569.80350754)
14682,14682,378700,513189.9246,3617569.804,0.198170183,20333364,c(513189.924600074, 3617569.80350754)
14683,14683,378717,516589.9246,3617569.804,0.12749725,20333382,c(516589.924600074, 3617569.80350754)
14684,14684,378773,527789.9246,3617569.804,0.109809019,20325305,c(527789.924600074, 3617569.80350754)
14685,14685,378774,527989.9246,3617569.804,0.077422258,20325305,c(527989.924600074, 3617569.80350754)
14686,14686,378916,556389.9246,3617569.804,0.271252875,20325329,c(556389.924600074, 3617569.80350754)
14687,14687,379267,489789.9246,3617369.804,0.236366363,20331562,c(489789.924600074, 3617369.80350754)
14688,14688,379268,489989.9246,3617369.804,0.238426157,20331562,c(489989.924600074, 3617369.80350754)
14689,14689,379269,490189.9246,3617369.804,0.228487151,20331562,c(490189.924600074, 3617369.80350754)
14690,14690,379360,508389.9246,3617369.804,0.257884212,20333426,c(508389.924600074, 3617369.80350754)
14691,14691,379361,508589.9246,3617369.804,0.202939706,20333376,c(508589.924600074, 3617369.80350754)
14692,14692,379362,508789.9246,3617369.804,0.228237176,20333376,c(508789.924600074, 3617369.80350754)
14693,14693,379363,508989.9246,3617369.804,0.275612439,20333376,c(508989.924600074, 3617369.80350754)
14694,14694,379364,509189.9246,3617369.804,0.263733627,20333376,c(509189.924600074, 3617369.80350754)
14695,14695,379365,509389.9246,3617369.804,0.207429257,20333376,c(509389.924600074, 3617369.80350754)
14696,14696,379379,512189.9246,3617369.804,0.166843316,20333406,c(512189.924600074, 3617369.80350754)
14697,14697,379380,512389.9246,3617369.804,0.143525647,20333406,c(512389.924600074, 3617369.80350754)
14698,14698,379382,512789.9246,3617369.804,0.241655834,20333404,c(512789.924600074, 3617369.80350754)
14699,14699,379383,512989.9246,3617369.804,0.187951205,20333364,c(512989.924600074, 3617369.80350754)
14700,14700,379384,513189.9246,3617369.804,0.165713429,20333374,c(513189.924600074, 3617369.80350754)
14701,14701,379385,513389.9246,3617369.804,0.181671833,20333374,c(513389.924600074, 3617369.80350754)
14702,14702,379395,515389.9246,3617369.804,0.241375862,20333378,c(515389.924600074, 3617369.80350754)
14703,14703,379396,515589.9246,3617369.804,0.244825517,20333378,c(515589.924600074, 3617369.80350754)
14704,14704,379398,515989.9246,3617369.804,0.073932607,20333382,c(515989.924600074, 3617369.80350754)
14705,14705,379399,516189.9246,3617369.804,0.070242976,20333382,c(516189.924600074, 3617369.80350754)
14706,14706,379400,516389.9246,3617369.804,0.058364164,20333382,c(516389.924600074, 3617369.80350754)
14707,14707,379401,516589.9246,3617369.804,0.100249975,20333382,c(516589.924600074, 3617369.80350754)
14708,14708,379406,517589.9246,3617369.804,0.180951905,20333384,c(517589.924600074, 3617369.80350754)
14709,14709,379458,527989.9246,3617369.804,0.072522748,20325305,c(527989.924600074, 3617369.80350754)
14710,14710,379459,528189.9246,3617369.804,0.050934907,20325305,c(528189.924600074, 3617369.80350754)
14711,14711,379460,528389.9246,3617369.804,0.095460454,20325305,c(528389.924600074, 3617369.80350754)
14712,14712,379461,528589.9246,3617369.804,0.081981802,20325305,c(528589.924600074, 3617369.80350754)
14713,14713,379462,528789.9246,3617369.804,0.068183182,20325305,c(528789.924600074, 3617369.80350754)
14714,14714,379600,556389.9246,3617369.804,0.234336566,20325329,c(556389.924600074, 3617369.80350754)
14715,14715,379997,498989.9246,3617169.804,0.230286971,20331942,c(498989.924600074, 3617169.80350754)
14716,14716,379998,499189.9246,3617169.804,0.223337666,20331942,c(499189.924600074, 3617169.80350754)
14717,14717,380044,508389.9246,3617169.804,0.22919708,20333426,c(508389.924600074, 3617169.80350754)
14718,14718,380063,512189.9246,3617169.804,0.19450055,20333406,c(512189.924600074, 3617169.80350754)
14719,14719,380065,512589.9246,3617169.804,0.220477952,20333404,c(512589.924600074, 3617169.80350754)
14720,14720,380066,512789.9246,3617169.804,0.228757124,20333404,c(512789.924600074, 3617169.80350754)
14721,14721,380078,515189.9246,3617169.804,0.126507349,20333408,c(515189.924600074, 3617169.80350754)
14722,14722,380079,515389.9246,3617169.804,0.099110089,20333382,c(515389.924600074, 3617169.80350754)
14723,14723,380080,515589.9246,3617169.804,0.109949005,20333382,c(515589.924600074, 3617169.80350754)
14724,14724,380081,515789.9246,3617169.804,0.097510249,20333382,c(515789.924600074, 3617169.80350754)
14725,14725,380082,515989.9246,3617169.804,0.090270973,20333382,c(515989.924600074, 3617169.80350754)
14726,14726,380090,517589.9246,3617169.804,0.164993501,20333384,c(517589.924600074, 3617169.80350754)
14727,14727,380148,529189.9246,3617169.804,0.087161284,20325305,c(529189.924600074, 3617169.80350754)
14728,14728,380149,529389.9246,3617169.804,0.097090291,20325305,c(529389.924600074, 3617169.80350754)
14729,14729,380150,529589.9246,3617169.804,0.148905109,20325305,c(529589.924600074, 3617169.80350754)
14730,14730,380284,556389.9246,3617169.804,0.177682232,20325329,c(556389.924600074, 3617169.80350754)
14731,14731,380680,498789.9246,3616969.804,0.498990101,948070400,c(498789.924600074, 3616969.80350754)
14732,14732,380681,498989.9246,3616969.804,0.540445955,20331942,c(498989.924600074, 3616969.80350754)
14733,14733,380727,508189.9246,3616969.804,0.21279872,20333426,c(508189.924600074, 3616969.80350754)
14734,14734,380728,508389.9246,3616969.804,0.209049095,20333426,c(508389.924600074, 3616969.80350754)
14735,14735,380747,512189.9246,3616969.804,0.164383562,20333406,c(512189.924600074, 3616969.80350754)
14736,14736,380749,512589.9246,3616969.804,0.213028697,20333404,c(512589.924600074, 3616969.80350754)
14737,14737,380761,514989.9246,3616969.804,0.245255474,20333408,c(514989.924600074, 3616969.80350754)
14738,14738,380762,515189.9246,3616969.804,0.190530947,20333408,c(515189.924600074, 3616969.80350754)
14739,14739,380773,517389.9246,3616969.804,0.166893311,20334486,c(517389.924600074, 3616969.80350754)
14740,14740,380774,517589.9246,3616969.804,0.105979402,20334486,c(517589.924600074, 3616969.80350754)
14741,14741,380834,529589.9246,3616969.804,0.106969303,20325305,c(529589.924600074, 3616969.80350754)
14742,14742,380835,529789.9246,3616969.804,0.116708329,20325305,c(529789.924600074, 3616969.80350754)
14743,14743,380836,529989.9246,3616969.804,0.129997,20325305,c(529989.924600074, 3616969.80350754)
14744,14744,380967,556189.9246,3616969.804,0.141535846,20325329,c(556189.924600074, 3616969.80350754)
14745,14745,380968,556389.9246,3616969.804,0.182121788,20325329,c(556389.924600074, 3616969.80350754)
14746,14746,381364,498789.9246,3616769.804,0.616078392,948070400,c(498789.924600074, 3616769.80350754)
14747,14747,381410,507989.9246,3616769.804,0.221577842,20333426,c(507989.924600074, 3616769.80350754)
14748,14748,381411,508189.9246,3616769.804,0.193840616,20333426,c(508189.924600074, 3616769.80350754)
14749,14749,381431,512189.9246,3616769.804,0.165883412,20333406,c(512189.924600074, 3616769.80350754)
14750,14750,381432,512389.9246,3616769.804,0.194620538,20333406,c(512389.924600074, 3616769.80350754)
14751,14751,381433,512589.9246,3616769.804,0.227217278,20333404,c(512589.924600074, 3616769.80350754)
14752,14752,381444,514789.9246,3616769.804,0.24389561,20333408,c(514789.924600074, 3616769.80350754)
14753,14753,381445,514989.9246,3616769.804,0.234226577,20333408,c(514989.924600074, 3616769.80350754)
14754,14754,381456,517189.9246,3616769.804,0.276972303,20334486,c(517189.924600074, 3616769.80350754)
14755,14755,381457,517389.9246,3616769.804,0.279562044,20334486,c(517389.924600074, 3616769.80350754)
14756,14756,381520,529989.9246,3616769.804,0.115658434,20325305,c(529989.924600074, 3616769.80350754)
14757,14757,381521,530189.9246,3616769.804,0.101269873,20325305,c(530189.924600074, 3616769.80350754)
14758,14758,381650,555989.9246,3616769.804,0.174222578,20325329,c(555989.924600074, 3616769.80350754)
14759,14759,381651,556189.9246,3616769.804,0.155534447,20325329,c(556189.924600074, 3616769.80350754)
14760,14760,382048,498789.9246,3616569.804,0.59050095,948070400,c(498789.924600074, 3616569.80350754)
14761,14761,382094,507989.9246,3616569.804,0.238916108,20333426,c(507989.924600074, 3616569.80350754)
14762,14762,382116,512389.9246,3616569.804,0.216578342,20333406,c(512389.924600074, 3616569.80350754)
14763,14763,382117,512589.9246,3616569.804,0.219408059,20333404,c(512589.924600074, 3616569.80350754)
14764,14764,382127,514589.9246,3616569.804,0.246715328,20333408,c(514589.924600074, 3616569.80350754)
14765,14765,382128,514789.9246,3616569.804,0.225027497,20333408,c(514789.924600074, 3616569.80350754)
14766,14766,382140,517189.9246,3616569.804,0.322987701,20334486,c(517189.924600074, 3616569.80350754)
14767,14767,382141,517389.9246,3616569.804,0.296340366,20334486,c(517389.924600074, 3616569.80350754)
14768,14768,382333,555789.9246,3616569.804,0.132856714,20325329,c(555789.924600074, 3616569.80350754)
