,OID_,cells,x,y,MeanProb,COMID,geometry,
9316,9316,222018,503989.9246,3663369.804,0.763013699,20330886,c(503989.924600074, 3663369.80350754)
9317,9317,222047,509789.9246,3663369.804,0.739776022,20330882,c(509789.924600074, 3663369.80350754)
9318,9318,222066,513589.9246,3663369.804,0.942775722,20329746,c(513589.924600074, 3663369.80350754)
9319,9319,222069,514189.9246,3663369.804,0.105449455,20329742,c(514189.924600074, 3663369.80350754)
9320,9320,222070,514389.9246,3663369.804,0.095450455,20329742,c(514389.924600074, 3663369.80350754)
9321,9321,222071,514589.9246,3663369.804,0.076332367,20329742,c(514589.924600074, 3663369.80350754)
9322,9322,222072,514789.9246,3663369.804,0.06860314,20329742,c(514789.924600074, 3663369.80350754)
9323,9323,222109,522189.9246,3663369.804,0.845485451,20330938,c(522189.924600074, 3663369.80350754)
9324,9324,222110,522389.9246,3663369.804,0.870512949,20330938,c(522389.924600074, 3663369.80350754)
9325,9325,222119,524189.9246,3663369.804,0.69220078,20329770,c(524189.924600074, 3663369.80350754)
9326,9326,222560,475589.9246,3663169.804,0.168143186,20341949,c(475589.924600074, 3663169.80350754)
9327,9327,222561,475789.9246,3663169.804,0.184761524,20341949,c(475789.924600074, 3663169.80350754)
9328,9328,222584,480389.9246,3663169.804,0.211528847,948070419,c(480389.924600074, 3663169.80350754)
9329,9329,222585,480589.9246,3663169.804,0.12349765,948070419,c(480589.924600074, 3663169.80350754)
9330,9330,222625,488589.9246,3663169.804,0.325647435,20341953,c(488589.924600074, 3663169.80350754)
9331,9331,222626,488789.9246,3663169.804,0.27150285,20341953,c(488789.924600074, 3663169.80350754)
9332,9332,222627,488989.9246,3663169.804,0.254844516,20341953,c(488989.924600074, 3663169.80350754)
9333,9333,222628,489189.9246,3663169.804,0.163513649,20341947,c(489189.924600074, 3663169.80350754)
9334,9334,222629,489389.9246,3663169.804,0.167283272,20341947,c(489389.924600074, 3663169.80350754)
9335,9335,222675,498589.9246,3663169.804,0.328447155,20328600,c(498589.924600074, 3663169.80350754)
9336,9336,222676,498789.9246,3663169.804,0.229817018,20328598,c(498789.924600074, 3663169.80350754)
9337,9337,222701,503789.9246,3663169.804,0.694240576,20330886,c(503789.924600074, 3663169.80350754)
9338,9338,222702,503989.9246,3663169.804,0.658294171,20330886,c(503989.924600074, 3663169.80350754)
9339,9339,222731,509789.9246,3663169.804,0.503989601,20330882,c(509789.924600074, 3663169.80350754)
9340,9340,222743,512189.9246,3663169.804,0.89550045,20330878,c(512189.924600074, 3663169.80350754)
9341,9341,222744,512389.9246,3663169.804,0.976542346,20330878,c(512389.924600074, 3663169.80350754)
9342,9342,222745,512589.9246,3663169.804,0.965173483,20330878,c(512589.924600074, 3663169.80350754)
9343,9343,222746,512789.9246,3663169.804,0.97750225,20330878,c(512789.924600074, 3663169.80350754)
9344,9344,222747,512989.9246,3663169.804,0.920327967,20330878,c(512989.924600074, 3663169.80350754)
9345,9345,222748,513189.9246,3663169.804,0.65760424,20329748,c(513189.924600074, 3663169.80350754)
9346,9346,222749,513389.9246,3663169.804,0.864643536,20329748,c(513389.924600074, 3663169.80350754)
9347,9347,222750,513589.9246,3663169.804,0.701509849,20329744,c(513589.924600074, 3663169.80350754)
9348,9348,222751,513789.9246,3663169.804,0.100289971,20329744,c(513789.924600074, 3663169.80350754)
9349,9349,222752,513989.9246,3663169.804,0.070162984,20329744,c(513989.924600074, 3663169.80350754)
9350,9350,222753,514189.9246,3663169.804,0.044665533,20329742,c(514189.924600074, 3663169.80350754)
9351,9351,222792,521989.9246,3663169.804,0.66360364,20330938,c(521989.924600074, 3663169.80350754)
9352,9352,222793,522189.9246,3663169.804,0.845065493,20330938,c(522189.924600074, 3663169.80350754)
9353,9353,222803,524189.9246,3663169.804,0.325307469,20329770,c(524189.924600074, 3663169.80350754)
9354,9354,222804,524389.9246,3663169.804,0.591420858,20329770,c(524389.924600074, 3663169.80350754)
9355,9355,223244,475589.9246,3662969.804,0.157934207,20341949,c(475589.924600074, 3662969.80350754)
9356,9356,223268,480389.9246,3662969.804,0.211348865,948070419,c(480389.924600074, 3662969.80350754)
9357,9357,223309,488589.9246,3662969.804,0.39420058,20341953,c(488589.924600074, 3662969.80350754)
9358,9358,223310,488789.9246,3662969.804,0.21679832,20341953,c(488789.924600074, 3662969.80350754)
9359,9359,223311,488989.9246,3662969.804,0.369423058,20341953,c(488989.924600074, 3662969.80350754)
9360,9360,223312,489189.9246,3662969.804,0.178082192,20341947,c(489189.924600074, 3662969.80350754)
9361,9361,223358,498389.9246,3662969.804,0.288981102,20328606,c(498389.924600074, 3662969.80350754)
9362,9362,223359,498589.9246,3662969.804,0.452514749,20328606,c(498589.924600074, 3662969.80350754)
9363,9363,223385,503789.9246,3662969.804,0.538526147,20330886,c(503789.924600074, 3662969.80350754)
9364,9364,223415,509789.9246,3662969.804,0.545725427,20330882,c(509789.924600074, 3662969.80350754)
9365,9365,223416,509989.9246,3662969.804,0.830856914,20330882,c(509989.924600074, 3662969.80350754)
9366,9366,223427,512189.9246,3662969.804,0.943025697,20330878,c(512189.924600074, 3662969.80350754)
9367,9367,223432,513189.9246,3662969.804,0.917008299,20329748,c(513189.924600074, 3662969.80350754)
9368,9368,223433,513389.9246,3662969.804,0.92379762,20329748,c(513389.924600074, 3662969.80350754)
9369,9369,223476,521989.9246,3662969.804,0.706449355,20330938,c(521989.924600074, 3662969.80350754)
9370,9370,223488,524389.9246,3662969.804,0.269293071,20329770,c(524389.924600074, 3662969.80350754)
9371,9371,223489,524589.9246,3662969.804,0.34259574,20329770,c(524589.924600074, 3662969.80350754)
9372,9372,223928,475589.9246,3662769.804,0.143045695,20341949,c(475589.924600074, 3662769.80350754)
9373,9373,223944,478789.9246,3662769.804,0.193890611,948070419,c(478789.924600074, 3662769.80350754)
9374,9374,223945,478989.9246,3662769.804,0.230666933,948070419,c(478989.924600074, 3662769.80350754)
9375,9375,223946,479189.9246,3662769.804,0.188531147,948070419,c(479189.924600074, 3662769.80350754)
9376,9376,223947,479389.9246,3662769.804,0.19820018,948070419,c(479389.924600074, 3662769.80350754)
9377,9377,223951,480189.9246,3662769.804,0.206529347,948070419,c(480189.924600074, 3662769.80350754)
9378,9378,223952,480389.9246,3662769.804,0.199570043,948070419,c(480389.924600074, 3662769.80350754)
9379,9379,223993,488589.9246,3662769.804,0.337136286,20341953,c(488589.924600074, 3662769.80350754)
9380,9380,224042,498389.9246,3662769.804,0.237726227,20328606,c(498389.924600074, 3662769.80350754)
9381,9381,224069,503789.9246,3662769.804,0.341975802,20330886,c(503789.924600074, 3662769.80350754)
9382,9382,224100,509989.9246,3662769.804,0.561673833,20330882,c(509989.924600074, 3662769.80350754)
9383,9383,224110,511989.9246,3662769.804,0.949175082,20330878,c(511989.924600074, 3662769.80350754)
9384,9384,224111,512189.9246,3662769.804,0.894880512,20330878,c(512189.924600074, 3662769.80350754)
9385,9385,224159,521789.9246,3662769.804,0.621747825,20330940,c(521789.924600074, 3662769.80350754)
9386,9386,224160,521989.9246,3662769.804,0.620987901,20330940,c(521989.924600074, 3662769.80350754)
9387,9387,224173,524589.9246,3662769.804,0.228517148,20329770,c(524589.924600074, 3662769.80350754)
9388,9388,224174,524789.9246,3662769.804,0.245065493,20329770,c(524789.924600074, 3662769.80350754)
9389,9389,224612,475589.9246,3662569.804,0.224027597,20341949,c(475589.924600074, 3662569.80350754)
9390,9390,224628,478789.9246,3662569.804,0.189091091,948070419,c(478789.924600074, 3662569.80350754)
9391,9391,224631,479389.9246,3662569.804,0.211538846,948070419,c(479389.924600074, 3662569.80350754)
9392,9392,224632,479589.9246,3662569.804,0.21889811,948070419,c(479589.924600074, 3662569.80350754)
9393,9393,224633,479789.9246,3662569.804,0.200819918,948070419,c(479789.924600074, 3662569.80350754)
9394,9394,224677,488589.9246,3662569.804,0.248255174,20341953,c(488589.924600074, 3662569.80350754)
9395,9395,224726,498389.9246,3662569.804,0.347945205,20328606,c(498389.924600074, 3662569.80350754)
9396,9396,224752,503589.9246,3662569.804,0.235846415,20330886,c(503589.924600074, 3662569.80350754)
9397,9397,224753,503789.9246,3662569.804,0.276222378,20330886,c(503789.924600074, 3662569.80350754)
9398,9398,224783,509789.9246,3662569.804,0.558454155,20330882,c(509789.924600074, 3662569.80350754)
9399,9399,224784,509989.9246,3662569.804,0.671462854,20330882,c(509989.924600074, 3662569.80350754)
9400,9400,224792,511589.9246,3662569.804,0.901679832,20330878,c(511589.924600074, 3662569.80350754)
9401,9401,224793,511789.9246,3662569.804,0.914108589,20330878,c(511789.924600074, 3662569.80350754)
9402,9402,224794,511989.9246,3662569.804,0.68270173,20330878,c(511989.924600074, 3662569.80350754)
9403,9403,224838,520789.9246,3662569.804,0.403829617,20330940,c(520789.924600074, 3662569.80350754)
9404,9404,224839,520989.9246,3662569.804,0.412508749,20330940,c(520989.924600074, 3662569.80350754)
9405,9405,224858,524789.9246,3662569.804,0.282571743,20329770,c(524789.924600074, 3662569.80350754)
9406,9406,225296,475589.9246,3662369.804,0.344805519,20341949,c(475589.924600074, 3662369.80350754)
9407,9407,225311,478589.9246,3662369.804,0.159224078,948070419,c(478589.924600074, 3662369.80350754)
9408,9408,225312,478789.9246,3662369.804,0.166463354,948070419,c(478789.924600074, 3662369.80350754)
9409,9409,225357,487789.9246,3662369.804,0.363153685,20341953,c(487789.924600074, 3662369.80350754)
9410,9410,225358,487989.9246,3662369.804,0.281121888,20341953,c(487989.924600074, 3662369.80350754)
9411,9411,225359,488189.9246,3662369.804,0.355614439,20341953,c(488189.924600074, 3662369.80350754)
9412,9412,225360,488389.9246,3662369.804,0.3520048,20341953,c(488389.924600074, 3662369.80350754)
9413,9413,225361,488589.9246,3662369.804,0.251394861,20341953,c(488589.924600074, 3662369.80350754)
9414,9414,225394,495189.9246,3662369.804,0.035716428,20328602,c(495189.924600074, 3662369.80350754)
9415,9415,225410,498389.9246,3662369.804,0.297030297,20328606,c(498389.924600074, 3662369.80350754)
9416,9416,225436,503589.9246,3662369.804,0.321327867,20330886,c(503589.924600074, 3662369.80350754)
9417,9417,225467,509789.9246,3662369.804,0.379952005,20330882,c(509789.924600074, 3662369.80350754)
9418,9418,225474,511189.9246,3662369.804,0.660343966,20329786,c(511189.924600074, 3662369.80350754)
9419,9419,225475,511389.9246,3662369.804,0.92319768,20329786,c(511389.924600074, 3662369.80350754)
9420,9420,225476,511589.9246,3662369.804,0.567573243,20330878,c(511589.924600074, 3662369.80350754)
9421,9421,225542,524789.9246,3662369.804,0.210658934,20329770,c(524789.924600074, 3662369.80350754)
9422,9422,225543,524989.9246,3662369.804,0.200779922,20329770,c(524989.924600074, 3662369.80350754)
9423,9423,225980,475589.9246,3662169.804,0.346975302,948070287,c(475589.924600074, 3662169.80350754)
9424,9424,225994,478389.9246,3662169.804,0.256924308,948070419,c(478389.924600074, 3662169.80350754)
9425,9425,225995,478589.9246,3662169.804,0.175162484,948070419,c(478589.924600074, 3662169.80350754)
9426,9426,226038,487189.9246,3662169.804,0.345975402,20341969,c(487189.924600074, 3662169.80350754)
9427,9427,226039,487389.9246,3662169.804,0.344475552,20341969,c(487389.924600074, 3662169.80350754)
9428,9428,226040,487589.9246,3662169.804,0.358484152,20341969,c(487589.924600074, 3662169.80350754)
9429,9429,226041,487789.9246,3662169.804,0.357644236,20341969,c(487789.924600074, 3662169.80350754)
9430,9430,226042,487989.9246,3662169.804,0.257424258,20341953,c(487989.924600074, 3662169.80350754)
9431,9431,226043,488189.9246,3662169.804,0.217528247,20341953,c(488189.924600074, 3662169.80350754)
9432,9432,226078,495189.9246,3662169.804,0.068453155,20328602,c(495189.924600074, 3662169.80350754)
9433,9433,226094,498389.9246,3662169.804,0.187521248,20328606,c(498389.924600074, 3662169.80350754)
9434,9434,226120,503589.9246,3662169.804,0.290060994,20330886,c(503589.924600074, 3662169.80350754)
9435,9435,226151,509789.9246,3662169.804,0.720187981,20330882,c(509789.924600074, 3662169.80350754)
9436,9436,226158,511189.9246,3662169.804,0.939426057,20329786,c(511189.924600074, 3662169.80350754)
9437,9437,226227,524989.9246,3662169.804,0.239516048,20329770,c(524989.924600074, 3662169.80350754)
9438,9438,226228,525189.9246,3662169.804,0.268063194,20329770,c(525189.924600074, 3662169.80350754)
9439,9439,226259,531389.9246,3662169.804,0.166023398,20329814,c(531389.924600074, 3662169.80350754)
9440,9440,226260,531589.9246,3662169.804,0.087791221,20329800,c(531589.924600074, 3662169.80350754)
9441,9441,226277,534989.9246,3662169.804,0.105949405,20329764,c(534989.924600074, 3662169.80350754)
9442,9442,226278,535189.9246,3662169.804,0.123707629,20329764,c(535189.924600074, 3662169.80350754)
9443,9443,226279,535389.9246,3662169.804,0.154554545,20329764,c(535389.924600074, 3662169.80350754)
9444,9444,226663,475389.9246,3661969.804,0.141985801,948070287,c(475389.924600074, 3661969.80350754)
9445,9445,226664,475589.9246,3661969.804,0.179762024,948070287,c(475589.924600074, 3661969.80350754)
9446,9446,226677,478189.9246,3661969.804,0.22819718,948070419,c(478189.924600074, 3661969.80350754)
9447,9447,226678,478389.9246,3661969.804,0.206249375,948070419,c(478389.924600074, 3661969.80350754)
9448,9448,226722,487189.9246,3661969.804,0.396970303,20341969,c(487189.924600074, 3661969.80350754)
9449,9449,226762,495189.9246,3661969.804,0.09040096,20328602,c(495189.924600074, 3661969.80350754)
9450,9450,226778,498389.9246,3661969.804,0.191070893,20328606,c(498389.924600074, 3661969.80350754)
9451,9451,226804,503589.9246,3661969.804,0.6079992,20330886,c(503589.924600074, 3661969.80350754)
9452,9452,226835,509789.9246,3661969.804,0.73379662,20329780,c(509789.924600074, 3661969.80350754)
9453,9453,226841,510989.9246,3661969.804,0.95660434,20329786,c(510989.924600074, 3661969.80350754)
9454,9454,226842,511189.9246,3661969.804,0.847145285,20329786,c(511189.924600074, 3661969.80350754)
9455,9455,226912,525189.9246,3661969.804,0.286091391,20329770,c(525189.924600074, 3661969.80350754)
9456,9456,226943,531389.9246,3661969.804,0.130356964,20329814,c(531389.924600074, 3661969.80350754)
9457,9457,226944,531589.9246,3661969.804,0.099650035,20329800,c(531589.924600074, 3661969.80350754)
9458,9458,226955,533789.9246,3661969.804,0.183521648,20329764,c(533789.924600074, 3661969.80350754)
9459,9459,226956,533989.9246,3661969.804,0.163493651,20329764,c(533989.924600074, 3661969.80350754)
9460,9460,226957,534189.9246,3661969.804,0.171682832,20329764,c(534189.924600074, 3661969.80350754)
9461,9461,226958,534389.9246,3661969.804,0.143375662,20329764,c(534389.924600074, 3661969.80350754)
9462,9462,226959,534589.9246,3661969.804,0.113028697,20329764,c(534589.924600074, 3661969.80350754)
9463,9463,226960,534789.9246,3661969.804,0.127477252,20329764,c(534789.924600074, 3661969.80350754)
9464,9464,226961,534989.9246,3661969.804,0.130266973,20329764,c(534989.924600074, 3661969.80350754)
9465,9465,227347,475389.9246,3661769.804,0.172252775,948070287,c(475389.924600074, 3661769.80350754)
9466,9466,227356,477189.9246,3661769.804,0.242315768,948070419,c(477189.924600074, 3661769.80350754)
9467,9467,227357,477389.9246,3661769.804,0.205409459,948070419,c(477389.924600074, 3661769.80350754)
9468,9468,227358,477589.9246,3661769.804,0.222877712,948070419,c(477589.924600074, 3661769.80350754)
9469,9469,227359,477789.9246,3661769.804,0.233406659,948070419,c(477789.924600074, 3661769.80350754)
9470,9470,227360,477989.9246,3661769.804,0.222757724,948070419,c(477989.924600074, 3661769.80350754)
9471,9471,227361,478189.9246,3661769.804,0.141455854,948070419,c(478189.924600074, 3661769.80350754)
9472,9472,227406,487189.9246,3661769.804,0.300569943,20341969,c(487189.924600074, 3661769.80350754)
9473,9473,227407,487389.9246,3661769.804,0.348485151,20341969,c(487389.924600074, 3661769.80350754)
9474,9474,227446,495189.9246,3661769.804,0.091440856,20328602,c(495189.924600074, 3661769.80350754)
9475,9475,227461,498189.9246,3661769.804,0.177072293,20328606,c(498189.924600074, 3661769.80350754)
9476,9476,227462,498389.9246,3661769.804,0.215438456,20328606,c(498389.924600074, 3661769.80350754)
9477,9477,227488,503589.9246,3661769.804,0.885191481,20330886,c(503589.924600074, 3661769.80350754)
9478,9478,227492,504389.9246,3661769.804,0.938456154,20329784,c(504389.924600074, 3661769.80350754)
9479,9479,227493,504589.9246,3661769.804,0.918568143,20329784,c(504589.924600074, 3661769.80350754)
9480,9480,227494,504789.9246,3661769.804,0.821387861,20329784,c(504789.924600074, 3661769.80350754)
9481,9481,227495,504989.9246,3661769.804,0.768843116,20329784,c(504989.924600074, 3661769.80350754)
9482,9482,227496,505189.9246,3661769.804,0.911578842,20329784,c(505189.924600074, 3661769.80350754)
9483,9483,227497,505389.9246,3661769.804,0.902039796,20329784,c(505389.924600074, 3661769.80350754)
9484,9484,227498,505589.9246,3661769.804,0.666463354,20329784,c(505589.924600074, 3661769.80350754)
9485,9485,227518,509589.9246,3661769.804,0.417318268,20329780,c(509589.924600074, 3661769.80350754)
9486,9486,227519,509789.9246,3661769.804,0.669593041,20329780,c(509789.924600074, 3661769.80350754)
9487,9487,227522,510389.9246,3661769.804,0.848105189,20329786,c(510389.924600074, 3661769.80350754)
9488,9488,227523,510589.9246,3661769.804,0.94779522,20329786,c(510589.924600074, 3661769.80350754)
9489,9489,227524,510789.9246,3661769.804,0.917588241,20329786,c(510789.924600074, 3661769.80350754)
9490,9490,227525,510989.9246,3661769.804,0.919768023,20329786,c(510989.924600074, 3661769.80350754)
9491,9491,227626,531189.9246,3661769.804,0.170252975,20329814,c(531189.924600074, 3661769.80350754)
9492,9492,227627,531389.9246,3661769.804,0.130916908,20329814,c(531389.924600074, 3661769.80350754)
9493,9493,227628,531589.9246,3661769.804,0.078382162,20329800,c(531589.924600074, 3661769.80350754)
9494,9494,227637,533389.9246,3661769.804,0.143075692,20329788,c(533389.924600074, 3661769.80350754)
9495,9495,227638,533589.9246,3661769.804,0.144315568,20329788,c(533589.924600074, 3661769.80350754)
9496,9496,227639,533789.9246,3661769.804,0.14839516,20329764,c(533789.924600074, 3661769.80350754)
9497,9497,228031,475389.9246,3661569.804,0.164173583,948070287,c(475389.924600074, 3661569.80350754)
9498,9498,228032,475589.9246,3661569.804,0.15550445,948070287,c(475589.924600074, 3661569.80350754)
9499,9499,228040,477189.9246,3661569.804,0.236746325,948070419,c(477189.924600074, 3661569.80350754)
9500,9500,228043,477789.9246,3661569.804,0.155144486,948070419,c(477789.924600074, 3661569.80350754)
9501,9501,228091,487389.9246,3661569.804,0.355364464,20341969,c(487389.924600074, 3661569.80350754)
9502,9502,228130,495189.9246,3661569.804,0.060473953,20328602,c(495189.924600074, 3661569.80350754)
9503,9503,228145,498189.9246,3661569.804,0.185431457,20328606,c(498189.924600074, 3661569.80350754)
9504,9504,228171,503389.9246,3661569.804,0.712688731,20330886,c(503389.924600074, 3661569.80350754)
9505,9505,228172,503589.9246,3661569.804,0.870692931,20330886,c(503589.924600074, 3661569.80350754)
9506,9506,228173,503789.9246,3661569.804,0.866943306,20329784,c(503789.924600074, 3661569.80350754)
9507,9507,228174,503989.9246,3661569.804,0.516018398,20329784,c(503989.924600074, 3661569.80350754)
9508,9508,228175,504189.9246,3661569.804,0.887271273,20329784,c(504189.924600074, 3661569.80350754)
9509,9509,228176,504389.9246,3661569.804,0.608139186,20329784,c(504389.924600074, 3661569.80350754)
9510,9510,228182,505589.9246,3661569.804,0.792030797,20329782,c(505589.924600074, 3661569.80350754)
9511,9511,228183,505789.9246,3661569.804,0.884641536,20329782,c(505789.924600074, 3661569.80350754)
9512,9512,228202,509589.9246,3661569.804,0.861093891,20329780,c(509589.924600074, 3661569.80350754)
9513,9513,228204,509989.9246,3661569.804,0.914518548,20329786,c(509989.924600074, 3661569.80350754)
9514,9514,228205,510189.9246,3661569.804,0.784371563,20329786,c(510189.924600074, 3661569.80350754)
9515,9515,228206,510389.9246,3661569.804,0.841315868,20329786,c(510389.924600074, 3661569.80350754)
9516,9516,228309,530989.9246,3661569.804,0.220137986,20329814,c(530989.924600074, 3661569.80350754)
9517,9517,228310,531189.9246,3661569.804,0.141235876,20329814,c(531189.924600074, 3661569.80350754)
9518,9518,228312,531589.9246,3661569.804,0.108859114,20329800,c(531589.924600074, 3661569.80350754)
9519,9519,228313,531789.9246,3661569.804,0.046075392,20329800,c(531789.924600074, 3661569.80350754)
9520,9520,228321,533389.9246,3661569.804,0.107839216,20329788,c(533389.924600074, 3661569.80350754)
9521,9521,228697,471789.9246,3661369.804,0.408559144,20341959,c(471789.924600074, 3661369.80350754)
9522,9522,228715,475389.9246,3661369.804,0.201009899,948070287,c(475389.924600074, 3661369.80350754)
9523,9523,228716,475589.9246,3661369.804,0.198550145,948070287,c(475589.924600074, 3661369.80350754)
9524,9524,228717,475789.9246,3661369.804,0.227237276,948070419,c(475789.924600074, 3661369.80350754)
9525,9525,228718,475989.9246,3661369.804,0.235746425,948070419,c(475989.924600074, 3661369.80350754)
9526,9526,228719,476189.9246,3661369.804,0.222487751,948070419,c(476189.924600074, 3661369.80350754)
9527,9527,228720,476389.9246,3661369.804,0.192560744,948070419,c(476389.924600074, 3661369.80350754)
9528,9528,228721,476589.9246,3661369.804,0.393070693,948070419,c(476589.924600074, 3661369.80350754)
9529,9529,228722,476789.9246,3661369.804,0.421377862,948070419,c(476789.924600074, 3661369.80350754)
9530,9530,228724,477189.9246,3661369.804,0.244035596,948070419,c(477189.924600074, 3661369.80350754)
9531,9531,228774,487189.9246,3661369.804,0.437636236,20341969,c(487189.924600074, 3661369.80350754)
9532,9532,228775,487389.9246,3661369.804,0.293920608,20341969,c(487389.924600074, 3661369.80350754)
9533,9533,228813,494989.9246,3661369.804,0.051214879,20328602,c(494989.924600074, 3661369.80350754)
9534,9534,228814,495189.9246,3661369.804,0.032566743,20328602,c(495189.924600074, 3661369.80350754)
9535,9535,228829,498189.9246,3661369.804,0.269433057,20328606,c(498189.924600074, 3661369.80350754)
9536,9536,228853,502989.9246,3661369.804,0.872952705,20329810,c(502989.924600074, 3661369.80350754)
9537,9537,228854,503189.9246,3661369.804,0.864813519,20329810,c(503189.924600074, 3661369.80350754)
9538,9538,228855,503389.9246,3661369.804,0.915788421,20329784,c(503389.924600074, 3661369.80350754)
9539,9539,228856,503589.9246,3661369.804,0.886551345,20329784,c(503589.924600074, 3661369.80350754)
9540,9540,228857,503789.9246,3661369.804,0.912018798,20329784,c(503789.924600074, 3661369.80350754)
9541,9541,228867,505789.9246,3661369.804,0.866023398,20329798,c(505789.924600074, 3661369.80350754)
9542,9542,228886,509589.9246,3661369.804,0.960833917,20329796,c(509589.924600074, 3661369.80350754)
9543,9543,228887,509789.9246,3661369.804,0.840455954,20329786,c(509789.924600074, 3661369.80350754)
9544,9544,228888,509989.9246,3661369.804,0.940325967,20329786,c(509989.924600074, 3661369.80350754)
9545,9545,228993,530989.9246,3661369.804,0.174812519,20329814,c(530989.924600074, 3661369.80350754)
9546,9546,228997,531789.9246,3661369.804,0.051684832,20329800,c(531789.924600074, 3661369.80350754)
9547,9547,228998,531989.9246,3661369.804,0.046085391,20329800,c(531989.924600074, 3661369.80350754)
9548,9548,228999,532189.9246,3661369.804,0.068923108,20329800,c(532189.924600074, 3661369.80350754)
9549,9549,229004,533189.9246,3661369.804,0.161393861,20329788,c(533189.924600074, 3661369.80350754)
9550,9550,229005,533389.9246,3661369.804,0.097130287,20329788,c(533389.924600074, 3661369.80350754)
9551,9551,229397,474989.9246,3661169.804,0.216638336,948070420,c(474989.924600074, 3661169.80350754)
9552,9552,229399,475389.9246,3661169.804,0.256124388,948070420,c(475389.924600074, 3661169.80350754)
9553,9553,229400,475589.9246,3661169.804,0.226117388,948070419,c(475589.924600074, 3661169.80350754)
9554,9554,229401,475789.9246,3661169.804,0.219968003,948070419,c(475789.924600074, 3661169.80350754)
9555,9555,229406,476789.9246,3661169.804,0.400989901,948070419,c(476789.924600074, 3661169.80350754)
9556,9556,229407,476989.9246,3661169.804,0.411058894,948070419,c(476989.924600074, 3661169.80350754)
9557,9557,229408,477189.9246,3661169.804,0.501969803,948070419,c(477189.924600074, 3661169.80350754)
9558,9558,229456,486789.9246,3661169.804,0.443335666,20341969,c(486789.924600074, 3661169.80350754)
9559,9559,229457,486989.9246,3661169.804,0.401489851,20341969,c(486989.924600074, 3661169.80350754)
9560,9560,229458,487189.9246,3661169.804,0.354744526,20341969,c(487189.924600074, 3661169.80350754)
9561,9561,229497,494989.9246,3661169.804,0.027967203,20328602,c(494989.924600074, 3661169.80350754)
9562,9562,229512,497989.9246,3661169.804,0.413668633,20328606,c(497989.924600074, 3661169.80350754)
9563,9563,229513,498189.9246,3661169.804,0.457134287,20328606,c(498189.924600074, 3661169.80350754)
9564,9564,229533,502189.9246,3661169.804,0.45970403,20329810,c(502189.924600074, 3661169.80350754)
9565,9565,229534,502389.9246,3661169.804,0.702709729,20329810,c(502389.924600074, 3661169.80350754)
9566,9566,229535,502589.9246,3661169.804,0.88630137,20329810,c(502589.924600074, 3661169.80350754)
9567,9567,229536,502789.9246,3661169.804,0.886531347,20329810,c(502789.924600074, 3661169.80350754)
9568,9568,229537,502989.9246,3661169.804,0.594220578,20329810,c(502989.924600074, 3661169.80350754)
9569,9569,229551,505789.9246,3661169.804,0.743415658,20329798,c(505789.924600074, 3661169.80350754)
9570,9570,229552,505989.9246,3661169.804,0.501489851,20329798,c(505989.924600074, 3661169.80350754)
9571,9571,229553,506189.9246,3661169.804,0.618368163,20329798,c(506189.924600074, 3661169.80350754)
9572,9572,229554,506389.9246,3661169.804,0.803269673,20329798,c(506389.924600074, 3661169.80350754)
9573,9573,229557,506989.9246,3661169.804,0.808709129,20329808,c(506989.924600074, 3661169.80350754)
9574,9574,229558,507189.9246,3661169.804,0.801339866,20329808,c(507189.924600074, 3661169.80350754)
9575,9575,229559,507389.9246,3661169.804,0.852134787,20329808,c(507389.924600074, 3661169.80350754)
9576,9576,229564,508389.9246,3661169.804,0.903749625,20329804,c(508389.924600074, 3661169.80350754)
9577,9577,229565,508589.9246,3661169.804,0.914808519,20329804,c(508589.924600074, 3661169.80350754)
9578,9578,229566,508789.9246,3661169.804,0.737176282,20329804,c(508789.924600074, 3661169.80350754)
9579,9579,229567,508989.9246,3661169.804,0.792950705,20329804,c(508989.924600074, 3661169.80350754)
9580,9580,229568,509189.9246,3661169.804,0.905189481,20329796,c(509189.924600074, 3661169.80350754)
9581,9581,229570,509589.9246,3661169.804,0.897760224,20329796,c(509589.924600074, 3661169.80350754)
9582,9582,229571,509789.9246,3661169.804,0.595530447,20329786,c(509789.924600074, 3661169.80350754)
9583,9583,229572,509989.9246,3661169.804,0.594740526,20329786,c(509989.924600074, 3661169.80350754)
9584,9584,229677,530989.9246,3661169.804,0.0690031,20329814,c(530989.924600074, 3661169.80350754)
9585,9585,229683,532189.9246,3661169.804,0.050944906,20329800,c(532189.924600074, 3661169.80350754)
9586,9586,229684,532389.9246,3661169.804,0.07020298,20329800,c(532389.924600074, 3661169.80350754)
9587,9587,229687,532989.9246,3661169.804,0.143275672,20329800,c(532989.924600074, 3661169.80350754)
9588,9588,229688,533189.9246,3661169.804,0.136006399,20329788,c(533189.924600074, 3661169.80350754)
9589,9589,230080,474789.9246,3660969.804,0.234136586,20341965,c(474789.924600074, 3660969.80350754)
9590,9590,230138,486389.9246,3660969.804,0.505179482,20341969,c(486389.924600074, 3660969.80350754)
9591,9591,230139,486589.9246,3660969.804,0.540825917,20341969,c(486589.924600074, 3660969.80350754)
9592,9592,230140,486789.9246,3660969.804,0.330776922,20341969,c(486789.924600074, 3660969.80350754)
9593,9593,230181,494989.9246,3660969.804,0.036066393,20328602,c(494989.924600074, 3660969.80350754)
9594,9594,230195,497789.9246,3660969.804,0.399980002,20328606,c(497789.924600074, 3660969.80350754)
